font,id,from_id,from_name,type,created_time,link,message,num_shares,num_comments,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
feed,40317581032_10155188535546033,10152957659461201,Carlos Delso,status,2017-12-11 22:28:06,https://www.facebook.com/Vueling/posts/10155188535546033,"Bravo Vueling 👏👏 Vuelo regularmente a Londres y después de varios años aún espero a que mi vuelo salga puntual! En todos los casos, nunca se ha informado del tiempo de espera y, obviamente NUNCA se me ha conpensado.De la misma forma que los retrasos, los puntos para clientes habituales también tienen problemas en cargarse o sumarse en el momento de hacer una reserva.",0,1,1,0,0,0,0,0
feed,40317581032_10155188329816033,746758195359227,Lydia Tomas Peñaranda,status,2017-12-11 20:26:10,https://www.facebook.com/Vueling/posts/10155188329816033,El vuelo 8323 de Vueling dicen que está retrasado y ahora nos dicen que está cancelado pero por aplicación y porque una persona la tiene vergonzoso vergüenza bueno es para demandar os os voy a demandar,0,1,0,0,0,0,0,0
feed,40317581032_10155188320536033,746758195359227,Lydia Tomas Peñaranda,status,2017-12-11 20:22:27,https://www.facebook.com/Vueling/posts/10155188320536033,Estoy en el aeropuerto de Amsterdam esperando el vuelo 8323 dirección Barcelona no tenemos ninguna información no sabemos si vamos a volar estamos tirados en Ámsterdam a mí me han dado vuelo sin asiento cuando lo tenía cogido hace más de 2 meses y ahora me dicen que no tengo asiento si no sabes no sabré si voy a volar esto es vergonzoso vergonzoso,0,0,0,0,0,0,0,0
feed,40317581032_10155188241661033,10204979286822447,Paquito Osuna Garrido,status,2017-12-11 19:42:43,https://www.facebook.com/Vueling/posts/10155188241661033,Veo cosas diferentes respecto a mi vuelo amsterdam-barcelona en vuestra pagina y en la del aeropuerto de cual me fio?,0,1,0,0,0,0,0,0
feed,40317581032_10155188224666033,10153578978597876,Jessica Malo Bragado,status,2017-12-11 19:36:51,https://www.facebook.com/Vueling/posts/10155188224666033,"Hola!!! He volado con ustedes y me genera una duda,yo decidi no facturar para agilizar mi tiempo, asumo que por exceso de equipajes me hagan facturar mi equipaje de mano. Pero,  Por que mi equipaje si, y el de las 6 personas que han facturado detrás de mí no? Qué criterio sigue? Aquí estoy 40 minutos después esperando a que salgan las maletas !!",0,1,1,0,0,0,0,0
feed,40317581032_10155188168811033,10153005885073675,Yeiser Derulo,status,2017-12-11 19:15:31,https://www.facebook.com/Vueling/posts/10155188168811033,"Vuelo cancelado por el tiempo. Hasta aqui nada que decir. Alternativa: viajar dos dias mas tarde a un aeropuerto a 265 km 😤. Respirar pero es lo hay. Lo que ya es de coña es mandarme una hora a hacer cola al mostrador de atencion al cliente, para que me digan que tengo que ir a otro mostrador durante hora y media mas para que me den el voucher del hotel. El tema enviarlo por email o wallet ya si eso para el 2025, mucho mejor colapsar att cliente, cabrear al personal y hacer perder el tiempo a todos.Un 10!",0,1,1,0,0,2,0,0
feed,40317581032_10155188105926033,815238628521849,Miguel Angel Martin Galan,status,2017-12-11 18:45:23,https://www.facebook.com/Vueling/posts/10155188105926033,Vueling de vergüenza que nos canceleis el vuelo VY8172 a Paris dandonos por escrito que ha sido por inclemencias meteorológicas cuando nos habeis reconocido que ha sido xq la tripulacion está pasada de horas y la hemos visto irse. ¡VERGÜENZA! 😤😤,0,1,0,0,0,0,0,0
feed,40317581032_10155187981831033,876681162390778,Débora Nogueira,status,2017-12-11 17:29:32,https://www.facebook.com/Vueling/posts/10155187981831033,"#Vueling, my flight is 8 hours delayed, there is no accurate information about the flight, I've been at the airport for 10 hours. First and last time flying Vueling.",0,1,0,0,0,0,0,0
feed,40317581032_10155187779196033,10152448616021756,Lizeth Artemisa,status,2017-12-11 15:32:06,https://www.facebook.com/Vueling/posts/10155187779196033,Vueling el vuelo VY8018 destinó Paris-Orly tuvo retraso de más de una hora y ahora voy a perder mi conexión en tren. Qué puedo hacer? Espero que podáis responder por esto 😡,0,1,0,0,0,0,0,0
feed,40317581032_10155187749656033,10204555099892742,Isa Meda,status,2017-12-11 15:13:23,https://www.facebook.com/Vueling/posts/10155187749656033,Abandonadas 150 adultos y niños en un hotel de Londres #tvg #lavozdegalicia  #trapallada,0,1,1,0,0,0,0,0
feed,40317581032_10155187637941033,10206742233548637,Julien Sardu,status,2017-12-11 13:55:30,https://www.facebook.com/Vueling/posts/10155187637941033,"Hola Vueling,No tengo info sobre el vuelo 1515 con destino a Niza, está cancelado o no ??Grcs",0,1,0,0,0,0,0,0
feed,40317581032_10155187619126033,10204236035455255,Valeria Addams Palahniuk Lanza,status,2017-12-11 13:42:32,https://www.facebook.com/Vueling/posts/10155187619126033,"Hola, enviè  varios mail y todavía no tengo respuesta. En mi app aparece la reserva de dos otras personas. Quiero por favor que venga borrada y que se controle que a ellos no aparece la mia. Hay que resolverlo porque 1 son dados personales de esas personas 2 quiero estar segura que nadie tenga mis dados y informaciones sobre mi vuelos. Mirando el numero de reserva de mi vuelo he visto que es similar pero es muy grave que tengas las reservas y chekin de estas personas.Espero que os pongáis en contacto con migo por favor",0,2,0,0,0,1,0,0
feed,40317581032_10155187463076033,10206164663023149,Mauricio Bocanegra,link,2017-12-11 11:50:27,https://www.facebook.com/Vueling/posts/10155187463076033,"Un desastre la aerolínea, se retraso el vuelo a roma del 11 de diciembre y la unica opción q nos dan es irnos el 13  en un vuelo con escalas, Para reclamar por EL Hotel y los traslados nos hacen venir al aeropuerto, donde hay más de dos horas de cola para hablar con una sola persona q hay en el mostrador, nadie te da una solución, NO COMPREN EN ESTA AEREOLINEA.. DESASTROSO EL SERVICIO",0,1,1,0,0,0,0,0
feed,40317581032_10155187319891033,10154029122040591,Sandra Ortega,status,2017-12-11 10:29:43,https://www.facebook.com/Vueling/posts/10155187319891033,Deplorable el trato que se recibe en esta compañia por personas que no tienen ni un ápice de respeto al usuario,0,1,2,0,0,0,0,0
feed,40317581032_10155187302521033,1513421348704742,Rafael Navarro Franco,status,2017-12-11 10:12:59,https://www.facebook.com/Vueling/posts/10155187302521033,"Buenos dias,que ria preguntarle que en breve viajamos con su compañia en la cual llevamos una niña de 6 años y nos acabamos de dar cuanta que tiene en dni caducado hace unos meses,con el inconveniente que la cita para renovarlo es despues del vuelo ,que es vuelo nacional.Tendria algun problema por ello?.gracias.",0,1,0,0,0,0,0,0
feed,40317581032_10155187276521033,10202263360239514,Helena Hache,status,2017-12-11 09:52:37,https://www.facebook.com/Vueling/posts/10155187276521033,"Retrasos, retrasos, retrasos...buenos días Vueling, es una pena que una compañía que empezó tan bien, trasmitiendo buen rollito, se esté convirtiendo en la compañía con más retrasos y más cansina.  Porque los pasajeros estamos cansados, muy cansados. 3 vuelos he hecho este mes y 3 retrasos de más de 1 hora. Y lo peor es que no tenemos derecho a reclamar ni un euro porque siempre alegan que es por meteorología o cualquier otra excusa. Es una vergüenza.",0,2,4,0,0,1,0,2
feed,40317581032_10155187226101033,40317581032,Vueling,photo,2017-12-11 09:26:29,https://www.facebook.com/Vueling/posts/10155187226101033,"Adivinad dónde se cosecha el vino de esta forma y podréis ir a verlo en persona. ¡Sorteamos 2 billetes dobles! 👯 Dejad vuestra respuesta en un comentario hasta las 18:00h, ¡suerte! BBLL: https://goo.gl/U49GFm",508,8199,3271,301,11,19,2,5
feed,40317581032_10155187167786033,777304732303597,Maria Colmeiro,photo,2017-12-11 08:25:37,https://www.facebook.com/Vueling/posts/10155187167786033,"Increíble pero cierto !! que una empleada de Vueling del aeropuerto te diga que ella no están para escuchar mis quejas y te pegue una fotocopia en el cristal y diga aquí tiene el enlace sáquele una fotografía y ponga usted una queja en la web!!!  hora y media sentada delante del ordenador intentando ver cómo puedo no perder un vuelo que no voy a tomar, porque no me dieron otra alternativa!! Y la página de Vueling no me deja poner mi reclamación da error tras error hoy como no he tomado el vuelo ellos dirán, que lo he perdido, hasta las 9 no hay atención al cliente personalizada, me parece indignante la falta de información y el mal trato recibido en el aeropuerto por todo el personal de Vueling a mi y a 168 pasajeros más a  los cuales nos han traído de regreso al aeropuerto de origen!! Entiendo que el tiempo no manda pero una empresa organiza no trata a las personas así.",1,6,1,0,0,1,0,3
feed,40317581032_10155186195501033,10154029122040591,Sandra Ortega,status,2017-12-10 22:19:46,https://www.facebook.com/Vueling/posts/10155186195501033,"El trato que uno recibe en esta compañia es deplorable, las persons que ponen en los counters deberian recibir un curso de como tratar al usurio, que no me hayan dejado subir al avión por no haber impreso un papel no me lo creo, se nota que la sobre venta de vuelos siempre es su problema además del tipo de gente que contratan.",0,1,0,0,0,0,0,0
feed,40317581032_10155186164561033,10152882405942181,Salome Fox,status,2017-12-10 22:04:16,https://www.facebook.com/Vueling/posts/10155186164561033,Me parece un cachondeo llevar dos horas con el vuelo a Santiago cancelado y que no nos den ningún tipo de información! Que vergüenza!,0,1,2,0,0,0,0,0
feed,40317581032_10155186073906033,10152668776477181,Marina Román,status,2017-12-10 21:18:59,https://www.facebook.com/Vueling/posts/10155186073906033,"Aqui seguimos desde las 16 de la tarde que tenia que haber salido el vuelo, nos hemos hecho 2 horas de bus a Vigo para coger un vuelo que claramente se iba a cancelae tambien. Completamente desinformados. Son las 9 de la noche y nos habeis dado ni agua! SOMOS PERSONAS TRATADNOS COMO TAL! #vueling #devergüeza #nohayderecho #peorgestionadoimposible",0,1,1,0,0,0,0,0
feed,40317581032_10155185959306033,848112995246997,Julio Neira Iglesias,status,2017-12-10 20:26:42,https://www.facebook.com/Vueling/posts/10155185959306033,"Señores de Vueling,Les vuelvo a escribir. Llevo todo el día en el aeropuerto, mi vuelo VY1294 fue cancelado a las 15:30 cuando su hora de salida eran las 14:00.Posteriormente me han cambiado los billetes de esta reserva al siguiente VY 1672, destino Santiago de Compostela, el vuelo era a las 19:45 y a las 19:40 me indican que me lo cancelan después de haberme hecho cambiar de puerta de embarque 3 veces.Ruego q me recoloquen en el primer vuelo a Santiago en el día de mañana 11/12 a las 07:00.En caso contrario, 2 de las personas que van en el viaje no podrán asistir a su puesto de trabajo.Les solicito respuesta inmediata.Julio Neira Iglesias",0,1,0,0,0,0,0,0
feed,40317581032_10155185773071033,10152978517474282,Angie Vivone,status,2017-12-10 19:21:56,https://www.facebook.com/Vueling/posts/10155185773071033,"Hola! Vuelo a escribirles porque aún siguen sin realizarme la devolución por perdida de equipaje. Me envían mails, los respondo y no leen la respuesta. Por favor me pueden enviar un número de teléfono donde pueda comunicarme? Via mail NO SIRVE!!!! AMSVY28192 <<*0020724051*>>",0,1,0,0,0,1,0,0
feed,40317581032_10155185369866033,10152668776477181,Marina Román,status,2017-12-10 16:12:09,https://www.facebook.com/Vueling/posts/10155185369866033,Que pasa con el vuelo VLG1295? Después de los retrasos de repente cancelado y para variar sin ningun tipo de información y una cola de más de 100 personas en el punto de información... #deverguenza #vueling,0,2,2,0,0,2,0,2
feed,40317581032_10155185211141033,10204078538824698,Maren Kabowski,status,2017-12-10 14:38:55,https://www.facebook.com/Vueling/posts/10155185211141033,"Mal wieder typisch Vueling. Leider!Beruflich und privat bedingt fliege ich sehr viel und immer wieder die gleiche Situation:Weil nicht darauf geachtet wird,dass Passagiere max.1Teil in die Kofferfächer packen,anstatt 1-2+Jacken+ggf.Dutyfree,müssen viele Gäste ungewollt ihre Koffer aufgeben oder eingeengt unter den Sitz und auf den Schoss legen.Das ist selektiv kundenfreundlich und wenig professionell.Sehr schade,vor allem,wenn nicht daraus gelernt wird!!!",0,1,3,0,0,0,0,0
feed,40317581032_10155182856221033,40317581032,Vueling,photo,2017-12-10 12:00:01,https://www.facebook.com/Vueling/posts/10155182856221033,"Hoy es el día de la Virgen de Loreto, patrona de la aviación. Y nosotros no podemos hacer más que agradecer la suerte que tenemos de compartir con vosotros nuestra pasión por volar 💛✈️",26,42,155,22,0,1,0,7
feed,40317581032_10155184225031033,907298319330931,Guille Burton,status,2017-12-10 02:33:21,https://www.facebook.com/Vueling/posts/10155184225031033,"Buenas noches, he realizado la compra de unos billetes. El proceso ha ido bien, he realizado el pago y después de descontarse el importe de mi tarjeta en lugar de de pasar a la ventana de compra realizada me ha salido un mensaje rojo de tarjeta rechazada.Pero me han descontado el importe del vuelo, sin haberme mandado ni billetes ni código de confirmación. Por favor envíenme los billetes o devuelvanme mi dinero.",0,1,0,0,0,0,0,1
feed,40317581032_10155183715576033,10153540545734884,Claudia Carolina Blass Zelco,photo,2017-12-09 21:16:07,https://www.facebook.com/Vueling/posts/10155183715576033,Hola! En el viaje Milán-Barcelona de esta tarde nos han roto la maleta... Qué tenemos que hacer para reclamar? Gracias!,0,2,1,0,0,2,0,1
feed,40317581032_10155183383281033,10152624466264948,Victoria Taylor,status,2017-12-09 18:47:46,https://www.facebook.com/Vueling/posts/10155183383281033,Just had the worst experience with telephone staff. Maria and her colleagues have a disgusting tone. We have been hung up on and failed to change our flights due to the so called customer services team. Avoid at all costs. No wonder they don't have a review option.,0,5,0,0,0,0,0,0
feed,40317581032_10155183132666033,398040900363542,Mario Florido Ramirez,photo,2017-12-09 16:18:47,https://www.facebook.com/Vueling/posts/10155183132666033,Gran comodida volando con vueling,0,2,0,0,0,0,0,0
feed,40317581032_10155178278841033,40317581032,Vueling,photo,2017-12-09 12:00:01,https://www.facebook.com/Vueling/posts/10155178278841033,"Descubre de la mano del periodista Javier Ortega Figueiral el funcionamiento del sistema ILS, una ayuda clave https://vuelingnews.com/ils-una-ayuda-muy-importante/",5,6,99,9,0,0,0,2
feed,40317581032_10155181255601033,10154823949545109,Christian Choy,status,2017-12-08 20:43:41,https://www.facebook.com/Vueling/posts/10155181255601033,Tengo una consulta sobre un ajuste que han realizado a mis puntos Vueling al momento de iniciar sesión con Avios. Por favor indicar cómo puedo recibir atención. Gracias!!,0,2,0,0,0,0,0,0
feed,40317581032_10155179983636033,10206689220056408,Arancha Soto Chico,status,2017-12-08 09:38:20,https://www.facebook.com/Vueling/posts/10155179983636033,Retraso??. Vuelo Asturias Malaga???. Por condiciones meteorologicas??. Y por que sale Iberia destino Madrid?? . No entiendo !!!!,0,1,0,0,0,0,0,1
feed,40317581032_10155179978156033,10206689220056408,Arancha Soto Chico,status,2017-12-08 09:30:40,https://www.facebook.com/Vueling/posts/10155179978156033,Retraso????. Asturias- Malaga???. Por condiciones meteorologicas???. Por que despega un vuelo a Madrid??. Uis dudoso no???,0,1,0,0,0,0,0,0
feed,40317581032_10155179204566033,1156485294485326,Arturo Martínez Casado,status,2017-12-08 02:00:43,https://www.facebook.com/Vueling/posts/10155179204566033,"Buenas noches,Vueling me acaba de duplicar un cobro. Cómo debe proceder el cliente para que se me devuelva el dinero?",0,1,0,0,0,0,0,0
feed,40317581032_10155178779461033,10155895905627673,Magda Santandreu,status,2017-12-07 21:32:40,https://www.facebook.com/Vueling/posts/10155178779461033,Me podeis informar de la direccion correcta para la reclamacion de objetos perdidos? Teneis 2 distintas en vuestra pàgina web...un poco caos...,0,1,0,0,0,0,0,0
feed,40317581032_10155178723471033,10155562261120486,Águeda Kane,status,2017-12-07 20:58:01,https://www.facebook.com/Vueling/posts/10155178723471033,"Porqué si en su mensajería de vuelo dicen claramente que “sólo se permite en el compartimento superior un equipaje por cliente y que otros objetos, como ordenadores, deben situarse debajo del asiento delantero” no hacen un control de esto? En el vuelo Bilbao - Londres Gatwick del martes 5 de diciembre me vi perjudicada por no aplicar su propia política. Me obligaron a meter el equipaje en bodega, porque no había mas sitio dentro del avión, y perdí el último tren a mi destino.A pesar de que le expliqué a la azafata la situación, me contestó que eso era mi problema. Por supuesto que era mi problema y el de nadie mas, pero creo que se puede ser comprensiva y flexible porque entiendo que siempre hay excepciones a la norma... (Como es el caso de meter un equipaje por persona en la bodega superior)",0,1,2,0,0,0,0,0
feed,40317581032_10155178472196033,10206477840522604,Albert Paredes Rodriguez,status,2017-12-07 19:09:09,https://www.facebook.com/Vueling/posts/10155178472196033,"No se si solo me pasa a mi pero ya las tres últimas veces al comprar los billetes desde la app e intentar guardarlos con la opción que da en el calendario me da error y no los guarda..Me va muy bien que los guarde..podéis revisarlo, gracias",0,1,0,0,0,0,0,0
feed,40317581032_10155178351726033,1542466819308232,Alba Molina Moya,status,2017-12-07 18:11:12,https://www.facebook.com/Vueling/posts/10155178351726033,"Chicos de Interline VY, llevo meses esperando el reembolso de 6 billetes a hechos a través de My Id Travel y ya no se que más hacer para recibir respuesta. En teoría me decís que os constan como reembolsados, pero al comprobarlo con mi entidad bancaria, no hay reembolso alguno por vuestra parte en los últimos 6 meses. Ya no se que más hacer para recibir mi dinero de vuelta, que suma ya una cifra importante.",0,1,0,0,0,0,0,0
feed,40317581032_10155172287166033,40317581032,Vueling,photo,2017-12-07 17:50:00,https://www.facebook.com/Vueling/posts/10155172287166033,"Tantos tipos de pasajeros como destinos a los que ir.... Si eres la primera persona a la que escribe tras el aterrizaje,.  [spoiler] te quiere. #WeLovePassengers",6,14,61,4,2,0,0,1
feed,40317581032_10155177722121033,10153165690876842,Fátima Carvalho Valdés,status,2017-12-07 13:43:08,https://www.facebook.com/Vueling/posts/10155177722121033,"Más de 72 horas tras haber puesto la reclamación y sigo sin noticias de Vueling... a su ritmo señores, a su ritmo... Quizá tarden el tiempo proporcional al retraso que sufrí yo en mi último vueño con ellos: 8 horas y 12 minutos...",0,1,0,0,0,0,0,0
feed,40317581032_10155177545306033,10152595508566403,Elio Bassi,status,2017-12-07 11:45:01,https://www.facebook.com/Vueling/posts/10155177545306033,Vueling new fidelity program sucks!. Need to call a magician to open a new profile... MAKE VUELING GREAT AGAIN!. (soon),0,1,0,0,0,0,0,0
feed,40317581032_10155177253971033,10204384092255416,MIb Tamara,status,2017-12-07 08:57:40,https://www.facebook.com/Vueling/posts/10155177253971033,Cuando vais a decirme algo ????????? A llamarme por dios,0,1,1,0,0,0,0,0
feed,40317581032_10155176504151033,10205472441423972,Duli Dulicinea Cortegoso Vilas,status,2017-12-07 00:11:48,https://www.facebook.com/Vueling/posts/10155176504151033,"Vergonzoso es poco, después de más de dos meses 😤😤😤😤😤 seguimos sin saber dónde está nuestra maleta... Compañías aéreas que no sólo no se hacen cargo como deben de tu equipaje, sino que trascurrido tanto tiempo aún no se responsabilizan de la situación, y pareces tú el culpable de que te extravíen las maletas 😵.Vueling + British Airways.Solución ya!",0,2,1,0,0,0,0,1
feed,40317581032_10155176172886033,1475832835999716,Dani Díaz,status,2017-12-06 21:07:15,https://www.facebook.com/Vueling/posts/10155176172886033,"Buenas noches. El asistente virtual EVA de la app, me dice que hay un error de conexión y lleva tiempo sin funcionar. Entro a ajustes y en la opción de EVA me sale desactivado pero no puedo activarlo. ¿Qué sucede? Muchas gracias.",0,1,0,0,0,0,0,0
feed,40317581032_10155176107916033,1224894717611462,Yo Yo Misma,status,2017-12-06 20:26:22,https://www.facebook.com/Vueling/posts/10155176107916033,Buenas tardes. Tenéis alguna dirección de correo o número gratuito al que poder llamar para consultar una cuestión sobre el equipaje? Gracias,0,1,0,0,0,0,0,0
feed,40317581032_10155176084711033,10152316408058354,Alba Armengod,status,2017-12-06 20:11:19,https://www.facebook.com/Vueling/posts/10155176084711033,"Buenas tardes! Mañana tengo un vuelo que sale de San Sebastián, me habéis mandado un correo que tengo que estar 2 horas antes para hacer el checo in debido a las obras... es correcto? El vuelo lo tengo a las 17:10... tendría que estar a las 15:10 para un vuelo nacional????",0,1,0,0,0,0,0,0
feed,40317581032_10155176077551033,10210707233827078,Loly Afonso Gil,status,2017-12-06 20:07:54,https://www.facebook.com/Vueling/posts/10155176077551033,"Poneis millones d ofertas pa q viajemos con ustedes, pero cuando vais a reconocer vuestros errores???",0,1,2,0,0,0,0,0
feed,40317581032_10155176033181033,10206477840522604,Albert Paredes Rodriguez,status,2017-12-06 19:51:36,https://www.facebook.com/Vueling/posts/10155176033181033,"Hola, el usuario y contraseña de punto ya no valen para el vueling club?",0,2,0,0,0,0,0,0
feed,40317581032_10155175730656033,10152346712813850,Julie Cook,status,2017-12-06 17:35:35,https://www.facebook.com/Vueling/posts/10155175730656033,"Hi! I booked a lot of flights with Vueling this year and at all bookings I should have collected Avios. But still I have 0 Avios or ""unable to retrieve balance"" at My Vueling/ Vueling club account. And when I click ""retrieve avios"" and put in my booking numbers he says they are all registrated. But why is my balance still 0? Thanks!",0,1,0,0,0,0,0,0
feed,40317581032_10155175690671033,10205112386478563,Eva Corado,status,2017-12-06 17:15:35,https://www.facebook.com/Vueling/posts/10155175690671033,"""Hola, tengo Iberia plata ¿puedo embarcar con prioridad en Vueling?""",0,1,0,0,0,0,0,0
feed,40317581032_10155174992881033,804434642925536,Maria Ines Ceresa,status,2017-12-06 12:12:13,https://www.facebook.com/Vueling/posts/10155174992881033,"Hola viaje en Octubre con Vueling Catania Roma Santorini , hice los reclamos como me indicaron carta certificada, mande correos Solicito revean , no corresponde hacerlo público Es por eso q no lo vuelvo a repetir por este medio Solicito respuesta como corresponde Gracias",0,1,0,0,0,0,0,0
feed,40317581032_10155172281896033,40317581032,Vueling,photo,2017-12-06 12:00:00,https://www.facebook.com/Vueling/posts/10155172281896033,Hay millones de excusas para visitar Cantabria. Pero el año jubilar lebaniego es una de las mejores. ¡Descúbrelo en nuestro blog! http://www.myvuelingcity.com/es/ciudades/santander/todo-lo-que-debes-saber-sobre-el-ano-jubilar-lebaniego?refer=city,14,8,180,22,0,0,0,1
feed,40317581032_10155174546491033,10153153662260432,Alex May,status,2017-12-06 10:35:51,https://www.facebook.com/Vueling/posts/10155174546491033,"Hello,. I thought I had a round trip ticket booked for my mother from bcn-pmi departing 12/12 and returning 17/12. I am not able to find the confirmation. Can somebody tell me if this reservation exists? The name is Clydene May.",0,1,0,0,0,0,0,0
feed,40317581032_10155174382956033,141901449505007,Versado Sagaz,status,2017-12-06 08:19:35,https://www.facebook.com/Vueling/posts/10155174382956033,Hola. El equipaje facturado debe ser una maleta o puede ser una bolsa grande también?,0,1,0,0,0,0,0,0
feed,40317581032_10155174367776033,10153828733883098,Nicolai Moore,status,2017-12-06 08:02:38,https://www.facebook.com/Vueling/posts/10155174367776033,Not only is the flight to Edinburgh delayed this morning. Half an hour so far. . We are left outside for n the gate area with NO info. Families with kids and all. Who cares that it is 3 degrees...... Wonder what their excuse will be this time.,0,1,0,0,0,0,0,0
feed,40317581032_10155173723311033,10152702944626359,Isa Cala,photo,2017-12-06 01:23:51,https://www.facebook.com/Vueling/posts/10155173723311033,"Buenas noches, vuelo LPA- AGP hora 21:05h. ¡Qué  sorpresa! Una de las maletas rotas y encima no tienen servicio de atención al cliente telefónico porque el horario de llegada de mi vuelo no entra dentro de su horario de atención al cliente. Intento ponerme en contacto por privado y también me es imposible. Ya me cuentan a ver qué  hago...",0,1,0,0,0,1,0,1
